1.023331,0.3301295,0.3053075
1.023331,0.3353027,0.5410713
1.023331,0.4221457,0.5687629
1.023331,1.331449,0.3143613
1.023331,1.61004,0.518755
1.023331,0.4424409,0.4315742
1.023331,0.2055969,0.4805229
1.023331,0.3662409,0.512924
1.023331,0.1835768,0.5041184
1.023331,0.2482534,0.4893076
1.023331,0.1834938,0.5943624
1.023331,0.2898218,0.3629432
1.023331,0.4879261,0.5635962
1.023331,0.2098564,0.4587277
1.023331,0.1884228,0.4123099
1.023331,1.428394,0.322381
1.023331,0.216069,0.4768547
1.023331,0.2330768,0.5625648
1.023331,0.2805211,0.3611644
1.023331,0.3401416,0.4333032
1.023331,0.5102869,0.4151971
1.023331,0.3669762,0.302142
1.023331,0.2678937,0.3538248
1.023331,0.2042559,0.3254709
1.023331,0.3590954,0.4100781
1.023331,0.3107345,0.5122819
1.023331,0.5360887,0.4025058
1.023331,0.1895788,0.3305169
1.023331,0.367761,0.4900617
1.023331,0.3253659,0.3252703
1.023331,0.2808995,0.5470401
1.023331,0.1827613,0.3999375
1.023331,0.816267,0.4959928
1.023331,0.3461665,0.5887476
1.023331,0.174184,0.3176101
1.023331,1.865245,0.3584419
1.023331,0.3195344,0.4857339
1.023331,0.519097,0.4083279
1.023331,0.2700892,0.5519712
1.023331,0.2059481,0.5205925
1.023331,0.2460484,0.5744646
1.023331,0.259573,0.5146307
1.023331,0.2590672,0.4713632
1.023331,1.506321,0.4498433
1.023331,0.1771592,0.4725101
1.023331,0.2254184,0.3758185
1.023331,0.3536914,0.3930352
1.023331,0.3584377,0.5458803
1.023331,0.6897469,0.5947788
1.023331,0.2216637,0.4424919
1.023331,0.6278229,0.4091329
1.023331,0.2560158,0.5007859
1.023331,0.7799194,0.3885094
1.023331,0.2355824,0.3168359
1.023331,0.2159811,0.4065283
1.023331,0.2406125,0.4152146
1.023331,0.371487,0.5076641
1.023331,0.3437398,0.3554581
1.023331,0.251944,0.3861519
1.023331,0.2993105,0.393721
1.023331,0.2738846,0.3974209
1.023331,0.2483429,0.462585
1.023331,0.2649737,0.3687071
1.023331,0.2197744,0.4558181
1.023331,1.300607,0.4494863
1.023331,0.7058397,0.3789362
1.023331,0.2504735,0.4749933
1.023331,0.3349456,0.5999725
1.023331,0.3020906,0.4258792
1.023331,0.2471329,0.4469788
1.023331,0.3549241,0.4682173
1.023331,0.2009594,0.3625582
1.023331,0.2050738,0.5126614
1.023331,0.3591986,0.5508732
1.023331,0.2528572,0.5991728
1.023331,0.347817,0.5958844
1.023331,0.2035974,0.508655
1.023331,0.2800278,0.5832903
1.023331,0.283118,0.3240796
1.023331,0.4372268,0.5680098
1.023331,0.2650246,0.3441461
1.023331,0.1654754,0.3369163
1.023331,1.65703,0.4847947
1.023331,1.702158,0.47059
1.023331,0.2625572,0.4878066
1.023331,0.3017761,0.5829664
1.023331,0.1891996,0.3657711
1.023331,0.8921903,0.4069095
1.023331,0.2982077,0.3110695
1.023331,0.2905194,0.4965893
1.023331,0.2459798,0.362153
1.023331,0.3401203,0.4148817
1.023331,0.2247326,0.4701191
1.023331,0.2681254,0.4184794
1.023331,0.2776168,0.5816467
1.023331,1.098614,0.5602009
1.023331,1.782243,0.3178933
1.023331,0.1770466,0.5084735
1.023331,0.3439709,0.4948216
1.023331,0.2845167,0.5226057
1.023331,0.1748078,0.5894642
1.023331,0.1970393,0.3831396
1.023331,1.694553,0.5284578
1.023331,0.2270427,0.3260395
1.023331,0.2298096,0.4968612
1.023331,0.2316508,0.3413821
1.023331,0.3362351,0.4331481
1.023331,0.1912343,0.5146215
1.023331,0.3067115,0.4414958
1.023331,0.2176555,0.3233863
1.023331,0.3008103,0.4783361
1.023331,0.1726252,0.5276012
1.023331,0.17601,0.3658599
1.023331,0.2860686,0.5585188
1.023331,0.2809831,0.3625356
1.023331,0.4969866,0.5761703
1.023331,0.1924296,0.5465979
1.023331,0.2130938,0.5806709
1.023331,0.2595444,0.4312431
1.023331,0.3371753,0.5326764
1.023331,0.1769719,0.3027883
1.023331,0.1813642,0.4228941
