1.04,0.2316149,0.3576213
1.04,0.6426889,0.4193089
1.04,0.359707,0.2550561
1.04,0.4441196,0.4147372
1.04,0.3500206,0.3512231
1.04,0.1806967,0.5834877
1.04,0.169434,0.4293973
1.04,0.2189948,0.3777759
1.04,0.2809362,0.3096218
1.04,0.2789582,0.5886552
1.04,0.3600889,0.4784964
1.04,0.1746968,0.4089981
1.04,0.1815931,0.311403
1.04,0.2498817,0.5172668
1.04,0.4242274,0.3434869
1.04,1.179441,0.5280574
1.04,0.1839931,0.5463324
1.04,0.1810365,0.5502301
1.04,0.4359308,0.4765675
1.04,1.538492,0.351191
1.04,0.3328498,0.3880507
1.04,0.234922,0.3072971
1.04,0.2614717,0.5890986
1.04,0.3669515,0.3415456
1.04,0.2743243,0.5351827
1.04,0.3254415,0.5246929
1.04,0.6978419,0.3114741
1.04,0.2526159,0.5641774
1.04,1.806925,0.5563975
1.04,0.2771853,0.345049
1.04,0.2997356,0.4821957
1.04,0.3038615,0.5067566
1.04,0.209659,0.3582442
1.04,0.9523962,0.4620652
1.04,0.2351675,0.5693227
1.04,0.3506036,0.4959968
1.04,0.3224283,0.4467027
1.04,0.2670518,0.4408885
1.04,0.25697,0.4209036
1.04,0.2475341,0.3061424
1.04,0.2867903,0.3903209
1.04,0.2692924,0.4766073
1.04,0.1671215,0.3105107
1.04,0.1867809,0.3281812
1.04,0.2996915,0.5102261
1.04,0.302922,0.5685703
1.04,0.2212355,0.4018452
1.04,1.383671,0.4668164
1.04,0.1876757,0.4504033
1.04,0.2619966,0.4769875
1.04,0.3622689,0.4739531
1.04,0.2397261,0.3659113
1.04,0.3541354,0.3323974
1.04,0.3550795,0.3565573
1.04,0.2145706,0.4029021
1.04,0.7331915,0.4976894
1.04,0.229507,0.3281735
1.04,1.249317,0.3363281
1.04,0.299822,0.3154157
1.04,0.3512947,0.337788
1.04,0.3311009,0.4861479
1.04,0.16559,0.5503559
1.04,1.090853,0.5313966
1.04,0.1980514,0.4293583
1.04,0.2707816,0.5474194
1.04,1.202884,0.4085156
1.04,1.837107,0.5900647
1.04,0.3044138,0.340385
1.04,0.3472981,0.3337565
1.04,0.3561276,0.5128574
1.04,0.2011346,0.5279839
1.04,0.2275523,0.488493
1.04,0.1909184,0.5050393
1.04,0.359707,0.3070021
1.04,0.2082894,0.4276515
1.04,0.2468839,0.507342
1.04,0.1950792,0.3609824
1.04,0.3220552,0.4008341
1.04,0.2702892,0.3186681
1.04,0.3277874,0.4506698
1.04,0.2488262,0.445485
1.04,0.3289725,0.5516794
1.04,0.2319505,0.5189193
1.04,0.1657538,0.3382183
1.04,0.1660775,0.4810106
1.04,0.2822782,0.5354792
1.04,0.1755403,0.5057319
1.04,0.34186,0.3629345
1.04,0.2915711,0.3624439
1.04,0.2081123,0.5103025
1.04,1.158133,0.4165764
1.04,0.3363298,0.523348
1.04,0.2601998,0.5409131
1.04,0.2301371,0.532038
1.04,0.3008794,0.5001061
1.04,0.2131881,0.387747
1.04,0.3138771,0.5793239
1.04,0.3568606,0.4057171
1.04,0.3017083,0.3007579
1.04,0.1965196,0.3976042
1.04,0.1691772,0.5843074
1.04,0.3650012,0.568525
1.04,0.352567,0.4845668
1.04,0.1958121,0.3581116
1.04,0.2426659,0.5724756
1.04,0.2454425,0.4866687
1.04,0.3007317,0.4846107
1.04,0.2744861,0.3597802
1.04,0.1850606,0.5636563
1.04,0.1934465,0.4341474
1.04,0.3350884,0.3749057
1.04,0.6792462,0.4623956
1.04,0.2651935,0.511896
1.04,1.6191,0.3305377
1.04,0.2023487,0.4651035
1.04,0.3166182,0.3343887
1.04,0.1874409,0.3017458
1.04,0.2393266,0.5058994
1.04,0.2707078,0.5626791
1.04,0.2961082,0.3730614
1.04,0.7096308,0.4169448
1.04,0.9586192,0.4889382
1.04,0.2538473,0.3794129
1.04,0.1883295,0.519629
1.04,0.1743992,0.5314518
1.04,1.012529,0.4712393
1.04,0.3603245,0.5225331
1.04,0.3342039,0.3228636
1.04,0.3292488,0.5043717
1.04,0.1708772,0.3758159
1.04,0.2559254,0.5234551
1.04,0.3721441,0.3156778
1.04,0.1797557,0.4278147
1.04,0.1689806,0.5785496
1.04,0.2785687,0.4283518
1.04,0.358559,0.4636388
1.04,0.2057437,0.4400837
1.04,0.3617594,0.5310709
1.04,0.2521069,0.420974
1.04,0.2920141,0.5277795
1.04,0.3325634,0.4298614
1.04,1.649691,0.4205589
1.04,1.30869,0.4823621
1.04,0.8067183,0.3001831
1.04,0.2087818,0.556535
1.04,0.3294589,0.4490044
1.04,0.3456081,0.584396
1.04,0.1713095,0.4093239
1.04,0.3703339,0.3512231
1.04,0.2384351,0.5141369
1.04,0.2001881,0.3396023
1.04,0.1875486,0.5082251
1.04,0.1664933,0.5202427
1.04,0.2329512,0.3715284
